PassengerId,Pclass,Survived,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Boat,Body,Home/Dest
259,3,0,"Matinoff, Mr. Wilmer",male,,0,0,C.A. 6212,15.1,,S,,,
260,2,0,"Watson, Mr. Mitchel",male,36.0,0,0,C.A. 17248,10.5,,S,,,"Brighton, Sussex"
261,1,0,"Saalfeld, Mr. Roy",male,47.0,0,0,111320,38.5,E63,S,,275.0,"St Anne's-on-Sea, Lancashire"
262,3,1,"Warren, Mr. Saul",male,19.0,0,0,A/5. 10482,8.05,,S,B,,"England Oglesby, IL"
263,1,1,"Yousseff, Mr. Alex",male,54.0,1,0,11778,55.4417,C116,C,1,,"Newark, NJ"
264,1,0,"Jonkoff, Mr. Stephen",male,46.0,1,0,W.E.P. 5734,61.175,E31,S,,,"Amenia, ND"
265,1,0,"Baimbrigge, Miss. Heather",female,36.0,0,0,PC 17531,31.6792,A29,C,,,"New York, NY"
266,1,0,"Vande Walle, Mr. Nathan",male,65.0,0,0,13509,26.55,E38,S,,249.0,"East Bridgewater, MA"
267,2,0,"Peters, Mr. Cody",male,30.0,0,0,250653,13.0,,S,,75.0,"Auburn, NY"
268,3,1,"Lang, Miss. Johnnie",female,15.0,0,0,2667,7.225,,C,C,,
269,1,1,"Doyle, Miss. Amanda",female,36.0,0,2,WE/P 5735,71.0,B22,S,7,,"Milwaukee, WI"
270,2,0,"Partner, Mr. Ricardo",male,28.0,0,0,244358,26.0,,S,,,England
271,2,0,"Nicholson, Rev. Shannon",male,41.0,0,0,237393,13.0,,S,,,
272,1,0,"Nirva, Mr. Earl",male,42.0,0,0,17475,26.55,,S,,,"Stockholm, Sweden"
273,3,0,"Robert, Mr. Pete",male,18.0,0,0,2223,8.3,,S,,259.0,"Windsor, England New York, NY"
274,3,0,"Vendel, Master. Dalton",male,4.0,3,2,347088,27.9,,S,,,
275,2,1,"McNeill, Miss. Ida",female,7.0,0,2,F.C.C. 13529,26.25,,S,14,,"Ilford, Essex / Winnipeg, MB"
276,3,0,"Mayne, Master. Irwin",male,8.0,4,1,382652,29.125,,Q,,,
277,3,1,"Cook, Master. Kelvin",male,0.83,0,1,392091,9.35,,S,11,,"London, England Norfolk, VA"
278,1,1,"Strandberg, Mr. Derrick",male,,0,0,19947,35.5,C52,S,D,,"London, England"
279,3,0,"Petranec, Master. Guillermo",male,13.0,4,2,347077,31.3875,,S,,,"Sweden Worcester, MA"
280,2,1,"Khalil, Miss. Valerie",female,12.0,2,1,230136,39.0,F4,S,13,,"Guntur, India / Benton Harbour, MI"
281,1,1,"Wirz, Mrs. Connie",female,17.0,1,0,PC 17758,108.9,C65,C,8,,"Madrid, Spain"
282,1,1,"Hanna, Mr. Howard",male,,0,0,16988,30.0,D45,S,3,,"Kingston, Surrey"
283,1,1,"Alhomaki, Mrs. Betty",female,19.0,1,0,11967,91.0792,B49,C,7,,"Dowagiac, MI"
284,3,0,"Andrews, Mr. Rodrigo",male,,0,0,365235,7.75,,Q,,,Ireland
285,3,0,"Cumings, Miss. Billie",female,9.0,1,1,2678,15.2458,,C,,,"Syria Kent, ON"
286,3,1,"Moubarek, Miss. Kendra",female,,0,0,330959,7.8792,,Q,,,
287,3,0,"Renouf, Miss. Yvette",female,22.0,2,0,315152,8.6625,,S,,,
288,2,0,"Klaber, Mr. Pablo",male,23.0,0,0,233639,13.0,,S,,,
289,3,0,"Kassem, Mr. Jerald",male,16.0,1,3,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
290,1,0,"Sagesser, Mr. Jeremy",male,45.0,1,0,36973,83.475,C83,S,,,"New York, NY"
291,3,1,"Swift, Mrs. Alberta",female,22.0,1,1,3101298,12.2875,,S,15,,
292,3,0,"Berriman, Miss. Belinda",female,24.0,0,0,368702,7.75,,Q,,,"Ireland New York, NY"
293,1,0,"Lockyer, Mr. Tim",male,54.0,0,1,35281,77.2875,D26,S,,,"Brunswick, ME"
294,2,0,"Wiseman, Mr. Horace",male,27.0,1,0,228414,26.0,,S,,293.0,"Bromsgrove, England / Montreal, PQ"
295,2,1,"Moussa, Mr. Wendell",male,,0,0,SC/PARIS 2146,13.8625,,C,9,,"Spain / Havana, Cuba"
296,2,1,"Larsson, Mrs. Annette",female,34.0,1,1,28220,32.5,,S,10,,"Greenport, NY"
297,3,0,"Hawksford, Mr. Boyd",male,,0,0,2631,7.225,,C,,,
298,1,1,"Honkanen, Miss. Jean",female,23.0,3,2,19950,263.0,C23 C25 C27,S,10,,"Winnipeg, MB"
299,1,1,"Graham, Mr. Stanley",male,36.0,0,0,PC 17473,26.2875,E25,S,7,,"Philadelphia, PA"
300,1,0,"Stone, Mr. Shawn",male,58.0,0,0,11771,29.7,B37,C,,258.0,"Buffalo, NY"
301,2,0,"Danoff, Mr. Charlie",male,27.0,0,0,220367,13.0,,S,,,"Lake Arthur, Chavez County, NM"
302,3,0,"Beattie, Miss. Jan",female,,1,2,W./C. 6607,23.45,,S,,,
303,3,0,"Bryhl, Mr. Landon",male,,2,0,2662,21.6792,,C,,,
304,1,1,"Oliva y Ocana, Mr. Bryan",male,,0,0,11774,29.7,C47,C,7,,"Paris, France"
305,2,1,"Olsvigen, Mr. Luke",male,30.0,0,0,C.A. 34644,12.7375,,C,14,,"Milford, NH"
306,2,1,"de Brito, Miss. Marian",female,5.0,1,2,C.A. 34651,27.75,,S,10,,"Bournmouth, England"
307,3,0,"Byles, Mr. Alonzo",male,34.0,1,1,347080,14.4,,S,,197.0,"Stanton, IA"
308,1,1,"Bjorklund, Mrs. Theresa",female,25.0,1,0,11765,55.4417,E50,C,5,,"Brooklyn, NY"
309,2,1,"Pasic, Mrs. Beatrice ",female,48.0,0,2,C.A. 33112,36.75,,S,14,,"St Ives, Cornwall / Hancock, MI"
310,2,0,"Bazzani, Mr. Rodrigo",male,,0,0,239853,0.0,,S,,,Belfast
311,1,1,"Oxenham, Mrs. Sylvia",female,39.0,1,0,13507,55.9,E44,S,11,,"Duluth, MN"
312,3,0,"Torber, Mr. Anton",male,,0,0,349217,7.8958,,S,,,
313,3,0,"Phillips, Mr. Morgan",male,41.0,0,0,SOTON/O.Q. 3101263,7.85,,S,,,"Philadelphia, PA"
314,1,0,"Lewy, Mr. John",male,30.0,1,2,113781,151.55,C22 C26,S,,135.0,"Montreal, PQ / Chesterville, ON"
315,3,0,"Minahan, Mr. Percy",male,,0,0,349238,7.8958,,S,,,
316,1,0,"Oxenham, Mr. Mario",male,50.0,1,0,13507,55.9,E44,S,,,"Duluth, MN"
317,3,0,"Parrish, Mr. Rogelio",male,19.0,0,0,349228,10.1708,,S,,,Austria
318,1,0,"Leonard, Mr. Nick",male,,0,0,112058,0.0,B102,S,,,
319,2,1,"Najib, Mrs. Michele",female,40.0,1,1,29750,39.0,,S,14,,"Cape Town, South Africa / Seattle, WA"
320,3,0,"Mangiavacchi, Mr. Lon",male,30.5,0,0,364499,8.05,,S,,50.0,
321,2,0,"Danbom, Mr. Lyle",male,26.0,0,0,248659,13.0,,S,,,"Newark, NJ"
322,3,1,"Marechal, Mr. Cedric",male,20.0,0,0,2663,7.2292,,C,15,,
323,3,0,"Markun, Mr. Erin",male,,0,0,2673,7.2292,,C,,,
324,3,0,"Ryerson, Mr. Geoffrey",male,39.0,1,5,347082,31.275,,S,,,"Sweden Winnipeg, MN"
325,2,0,"Fry, Mr. Herman",male,25.0,0,0,C.A. 34050,10.5,,S,,,"Cornwall, England Houghton, MI"
326,3,0,"Thomas, Mr. Chadwick",male,40.5,0,2,A/5. 851,14.5,,S,,255.0,
327,3,0,"Badman, Mrs. Angelina",female,41.0,0,5,3101295,39.6875,,S,,,
328,1,1,"Frolicher, Mrs. Teresa",female,,0,0,PC 17598,31.6833,,S,7,,"New York, NY"
329,2,0,"Silverthorne, Mr. Gilbert",male,25.0,1,0,236853,26.0,,S,,,"Skara, Sweden / Rockford, IL"
330,3,1,"Baccos, Mr. Ellis",male,32.0,0,0,1601,56.4958,,S,C,,"Hong Kong New York, NY"
331,1,1,"Salkjelsvik, Mrs. Christina",female,58.0,0,1,PC 17582,153.4625,C125,S,3,,"Greenwich, CT"
332,3,0,"Moen, Mr. Randolph",male,32.0,0,0,C 4001,22.525,,S,,260.0,"Bergen, Norway"
333,3,1,"Persson, Miss. Marguerite",female,,0,0,335677,7.75,,Q,13,,"Co Clare, Ireland Washington, DC"
334,2,0,"Malachard, Mr. Jimmie",male,44.0,1,0,26707,26.0,,S,,,"England / Sacramento, CA"
335,1,1,"Fynney, Mrs. Carolyn",female,38.0,1,0,PC 17599,71.2833,C85,C,4,,"New York, NY"
336,1,1,"McDermott, Mr. Andrew",male,27.0,1,0,113806,53.1,E8,S,5,,"New York, NY / Ithaca, NY"
337,3,0,"Beane, Mr. Ernie",male,19.0,0,0,LINE,0.0,,S,,,
338,2,1,"Connors, Miss. Erma",female,17.0,0,0,SO/C 14885,10.5,,S,,,Guernsey
339,3,1,"Slocovski, Miss. Betsy",female,,0,0,342712,8.05,,S,C,,
340,3,0,"Abrahamsson, Mr. Ty",male,18.0,0,0,347078,7.75,,S,,,
341,3,1,"Petranec, Mr. Lucas",male,23.0,0,0,350054,7.7958,,S,13,,"Oskarshamn, Sweden Minneapolis, MN"
342,3,0,"Giglio, Mr. Alva",male,40.0,1,1,364849,15.5,,Q,,,"Ireland Chicago, IL"
343,3,0,"Smart, Mr. Wilfred",male,35.0,0,0,349230,7.8958,,S,,,Austria
344,3,0,"Chambers, Mr. Alphonse",male,,0,0,36209,7.725,,Q,,,
345,1,1,"Ridsdale, Miss. Doris",female,,0,0,17421,110.8833,,C,4,,
346,1,1,"Payne, Miss. Jessica",female,14.0,1,2,113760,120.0,B96 B98,S,4,,"Bryn Mawr, PA"
347,1,1,"Carter, Mr. Steve",male,48.0,1,0,PC 17572,76.7292,D33,C,3,,"New York, NY"
348,2,0,"Backstrom, Mr. Roberto",male,18.0,0,0,29108,11.5,,S,,,"Penzance, Cornwall / Akron, OH"
349,3,1,"Sobey, Mrs. Blanca",female,,0,2,2661,15.2458,,C,C,,
350,2,0,"Nye, Mr. Darryl",male,,0,0,239854,0.0,,S,,,Belfast
351,3,0,"Natsch, Miss. Shelia",female,,1,0,370371,15.5,,Q,,,
352,1,1,"Beauchamp, Mrs. Thelma",female,23.0,1,0,21228,82.2667,B45,S,7,,"Minneapolis, MN"
353,3,0,"Coleridge, Mr. Edmund",male,32.0,1,0,3101278,15.85,,S,D,,"Ruotsinphytaa, Finland New York, NY"
354,1,0,"Honkanen, Mr. Daryl",male,19.0,3,2,19950,263.0,C23 C25 C27,S,,,"Winnipeg, MB"
355,3,0,"Mulvihill, Mr. Efrain",male,19.0,0,0,347069,7.775,,S,,,"Myren, Sweden New York, NY"
356,2,0,"Greenberg, Mr. Wilmer",male,19.0,0,0,28665,10.5,,S,,,"Gunnislake, England / Butte, MT"
357,1,1,"Sagesser, Mrs. Denise",female,35.0,1,0,36973,83.475,C83,S,D,,"New York, NY"
358,1,0,"O'Driscoll, Mr. Marvin",male,64.0,0,0,693,26.0,,S,,263.0,"Isle of Wight, England"
359,3,1,"Bissette, Mrs. Dianna",female,,0,2,2668,22.3583,,C,D,,
360,3,1,"Howard, Miss. Melody",female,4.0,0,2,315153,22.025,,S,2,,
361,3,0,"Meek, Miss. Patti",female,,1,0,2665,14.4542,,C,,,
362,1,1,"Collett, Lady. Joyce",female,48.0,1,0,11755,39.6,A16,C,1,,London / Paris
363,3,0,"Daniel, Mr. Weldon",male,24.0,0,0,315092,8.6625,,S,,,
364,2,0,"Stengel, Mr. Arturo",male,26.0,0,0,244368,13.0,F2,S,,,"Boston, MA"
365,1,1,"Moss, Miss. Anna",female,30.0,0,0,110152,86.5,B77,S,8,,"London, England"
366,2,0,"Sheerlinck, Miss. Dana",female,38.0,0,0,237671,13.0,,S,,,"Janjgir, India / Pennsylvania"
367,1,1,"Weir, Miss. Hazel",female,31.0,0,2,36928,164.8667,C7,S,8,,"Youngstown, OH"
368,3,0,"Davies, Mr. Elias",male,27.0,0,0,349219,7.8958,,S,,,"Bulgaria Chicago, IL"
369,1,1,"Gilbert, Mrs. Anita",female,60.0,1,0,110813,75.25,D37,C,5,,"Portland, OR"
370,1,1,"Vovk, Miss. Mildred",female,30.0,0,0,PC 17485,56.9292,E36,C,1,,
371,1,1,"Maisner, Miss. Roberta",female,22.0,0,0,113781,151.55,,S,11,,
372,1,1,"Bailey, Mr. Martin",male,35.0,0,0,111426,26.55,,C,15,,"Indianapolis, IN"
373,3,1,"Rouse, Mr. Ariel",male,,0,0,383162,7.75,,Q,14,,
374,3,0,"Pettersson, Mr. Mason",male,,0,0,330971,7.8792,,Q,,,
375,3,0,"Makinen, Mr. Vaughn",male,,0,0,368703,7.75,,Q,,,
376,3,0,"Mayne, Master. Dick",male,7.0,4,1,382652,29.125,,Q,,,
377,3,0,"Bradley, Mr. Spencer",male,30.0,0,0,2694,7.225,,C,,,"Ottawa, ON"
378,1,1,"Case, Master. Roger",male,4.0,0,2,33638,81.8583,A34,S,5,,"San Francisco, CA"
379,3,0,"Sinkkonen, Miss. Jodi",female,27.0,1,0,STON/O2. 3101270,7.925,,S,,,
380,3,0,"Kassem, Miss. Ada",female,21.0,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
381,3,0,"Pernot, Miss. Alexandra",female,29.0,0,0,3101297,7.925,,S,,,
382,3,0,"Gustafsson, Mr. Zane",male,22.0,0,0,349252,7.8958,,S,,,
383,3,0,"Pokrnic, Mr. Cleo",male,16.0,0,0,A/4. 20589,8.05,,S,,,
384,1,1,"Parker, Mlle. Victoria",female,24.0,0,0,PC 17477,69.3,B35,C,9,,
385,3,1,"Fillbrook, Mr. Sheldon",male,21.0,0,0,330920,7.8208,,Q,13,,"Kingwilliamstown, Co Cork, Ireland New York, NY"
386,1,0,"Toufik, Mr. Jesse",male,46.0,0,0,694,26.0,,S,,80.0,"Bennington, VT"
387,1,0,"Artagaveytia, Dr. Anthony",male,,0,0,112379,39.6,,C,,,"Philadelphia, PA"
388,3,1,"Franklin, Mr. Genaro",male,16.0,0,0,SOTON/OQ 392089,8.05,,S,B,,
389,2,1,"Head, Master. Roderick",male,2.0,1,1,29103,23.0,,S,14,,"Cornwall / Akron, OH"
390,3,0,"Hilliard, Mr. Houston",male,60.5,0,0,3701,,,S,,261.0,
391,2,0,"Finoli, Mr. Adrian",male,21.0,0,0,236854,13.0,,S,,,"Goteborg, Sweden / Rockford, IL"
392,3,0,"Spinner, Mr. Dane",male,22.0,0,0,STON/O 2. 3101275,7.125,,S,,,
393,3,0,"Allen, Mr. Dylan",male,,0,0,SOTON/O.Q. 3101305,7.05,,S,,,
394,2,0,"McNeill, Mr. Ian",male,43.0,1,1,F.C.C. 13529,26.25,,S,,,"Ilford, Essex / Winnipeg, MB"
395,1,1,"Candee, Mrs. Lisa",female,47.0,1,1,11751,52.5542,D35,S,5,,"New York, NY"
396,2,0,"Elias, Mrs. Tonya",female,57.0,0,0,S.O./P.P. 3,10.5,E77,S,,52.0,"Southampton / New York, NY"
397,2,0,"Demetri, Mr. Ron",male,25.0,0,0,C.A. 31029,31.5,,S,,,"Guernsey / Elizabeth, NJ"
398,3,0,"Pasic, Mr. Ramiro",male,22.0,0,0,SC/A4 23568,8.05,,S,,,
399,3,1,"Williams-Lambert, Miss. Bethany",female,26.0,0,0,347470,7.8542,,S,13,,
400,3,1,"Soholt, Miss. Maggie",female,,0,0,14313,7.75,,Q,D,,
401,1,1,"Lockyer, Mrs. Rhonda",female,55.0,0,0,PC 17760,135.6333,C32,C,8,,"New York, NY / Briarcliff Manor NY"
402,3,1,"Bissette, Master. Barney",male,,1,1,2668,22.3583,,C,C,,
403,3,0,"McCrie, Mrs. Marianne",female,,0,0,343095,8.05,,S,,,
404,2,1,"Head, Miss. Lydia",female,4.0,1,1,29103,23.0,,S,14,,"Cornwall / Akron, OH"
405,3,0,"Dowdell, Mr. Roosevelt",male,21.0,0,0,312992,7.775,,S,,,"Brennes, Norway New York"
406,2,1,"Ilmakangas, Miss. Willie",female,2.0,1,1,26360,26.0,,S,11,,"Plymouth, Devon / Detroit, MI"
407,2,0,"Vartanian, Mr. Clyde",male,23.0,0,0,C.A. 31030,10.5,,S,,,Guernsey
408,3,1,"Emir, Mrs. Myra",female,,0,0,2626,7.2292,,C,,,
409,3,0,"Salonen, Miss. Kristy",female,,3,1,4133,25.4667,,S,,,
410,3,0,"Colley, Mr. Duncan",male,20.0,0,0,A/5. 2151,8.05,,S,,,
411,1,1,"Foreman, Mr. Willie",male,43.0,1,0,17765,27.7208,D40,C,5,,"New York, NY"
412,3,0,"Widegren, Mr. Carson",male,,0,0,A.5. 3236,8.05,,S,,,
413,2,0,"Lulic, Mr. Gene",male,25.0,0,0,234686,13.0,,S,,97.0,"Southsea, Hants"
414,3,0,"Dulles, Miss. Sheri",female,,0,0,SOTON/O.Q. 392087,8.05,,S,,,
415,3,0,"Rommetvedt, Mr. Augustine",male,36.0,0,0,349247,7.8958,,S,,,
416,3,0,"Jussila, Mr. Stevie",male,,0,0,349216,7.8958,,S,,,
417,3,0,"Hagardon, Mr. Israel",male,18.0,0,0,347090,7.75,,S,,,"Stockholm, Sweden New York"
418,1,0,"Weisz, Mr. Ray",male,,0,0,113767,50.0,A32,S,,,"Seattle, WA"
419,3,1,"McCormack, Mr. Darrel",male,45.0,0,0,7598,8.05,,S,15,,"Australia Fingal, ND"
420,2,1,"Carter, Miss. Renee",female,6.0,0,1,248727,33.0,,S,11,,"Denmark Hill, Surrey / Chicago"
421,3,1,"Everett, Miss. Patty",female,,0,0,330932,7.7875,,Q,13,,
422,1,1,"Beckwith, Mr. Manuel",male,30.0,1,0,13236,57.75,C78,C,11,,"New York, NY"
423,1,0,"Simmons, Mr. George",male,45.0,0,0,113784,35.5,T,S,,,"Trenton, NJ"
424,2,0,"Portaluppi, Mr. Grant",male,,0,0,239856,0.0,,S,,,Belfast
425,2,0,"Lindqvist, Mr. Duncan",male,34.0,0,0,12233,13.0,,S,,,"Vancouver, BC"
426,3,0,"Pengelly, Mr. Elvis",male,28.0,0,0,363611,8.05,,S,,,
427,2,1,"Fischer, Miss. Natalie",female,21.0,0,1,S.O./P.P. 2,21.0,,S,12,,"Ilfracombe, Devon"
428,1,0,"Moraweck, Mr. Antonio",male,30.0,0,0,113801,45.5,,S,,,"London / New York, NY"
429,1,1,"Dibden, Mr. Tommy",male,48.0,1,0,19996,52.0,C126,S,5 7,,"London /  East Orange, NJ"
430,1,1,"McCrae, Mr. Bruce",male,49.0,1,0,17453,89.1042,C92,C,5,,"Paris, France / New York, NY"
431,1,1,"Lewy, Master. James",male,0.92,1,2,113781,151.55,C22 C26,S,11,,"Montreal, PQ / Chesterville, ON"
432,3,1,"Bissette, Miss. Estelle",female,,1,1,2668,22.3583,F E69,C,D,,
433,1,1,"Lindeberg-Lind, Mr. Gary",male,36.0,0,1,PC 17755,512.3292,B51 B53 B55,C,3,,"Austria-Hungary / Germantown, Philadelphia, PA"
434,3,0,"Byles, Mrs. Erika",female,28.0,1,1,347080,14.4,,S,,,"Stanton, IA"
435,2,0,"Nenkoff, Mr. Javier",male,26.0,0,0,31028,10.5,,S,,,"Guernsey / Elizabeth, NJ"
436,3,1,"Watt, Mr. Cleveland",male,21.0,0,0,350034,7.7958,,S,A,,
437,3,0,"Alexander, Mr. Booker",male,,0,0,315037,8.6625,,S,,,
438,3,0,"Mardirosian, Mr. German",male,32.0,0,0,370376,7.75,,Q,,,"Ireland New York, NY"
439,2,0,"Jansson, Mr. Terrance",male,70.0,0,0,C.A. 24580,10.5,,S,,,"Guernsey / Montclair, NJ and/or Toledo, Ohio"
440,3,0,"Shorney, Miss. Chelsea",female,23.0,0,0,315085,8.6625,,S,,,
441,1,1,"Nakid, Mr. Vincent",male,,0,0,F.C. 12998,25.7417,,C,7,,"Paris, France"
442,2,1,"Malachard, Mrs. Laurie",female,29.0,1,0,26707,26.0,,S,10,,"England / Sacramento, CA"
443,2,1,"Saundercock, Miss. Beth",female,,0,0,226593,12.35,E101,Q,10,,"Harrisburg, PA"
444,1,0,"Balkic, Mr. Odell",male,62.0,0,0,113807,26.55,,S,,,"Halifax, NS"
445,1,0,"Laleff, Mr. Herbert",male,31.0,0,0,PC 17590,50.4958,A24,S,,,"Trenton, NJ"
446,2,0,"Wheadon, Rev. Hector",male,51.0,0,0,S.O.P. 1166,12.525,,S,,174.0,"Jacksonville, FL"
447,3,1,"Mockler, Mr. Emilio",male,,0,0,SOTON/O.Q. 3101308,7.05,,S,15,,"Italy Philadelphia, PA"
448,2,0,"Panula, Mr. Abraham",male,66.0,0,0,C.A. 24579,10.5,,S,,,"Guernsey, England / Edgewood, RI"
449,1,1,"Doyle, Mrs. Stephanie",female,64.0,1,1,112901,26.55,B26,S,7,,"Milwaukee, WI"
450,3,1,"Betros, Miss. Leah",female,0.75,2,1,2666,19.2583,,C,C,,"Syria New York, NY"
451,3,0,"O'Connell, Miss. Molly",female,16.0,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
452,3,0,"Cohen, Mr. Theron",male,32.0,0,0,STON/OQ. 369943,8.05,,S,,,
453,3,1,"Bonnell, Mrs. Sheryl",female,22.0,1,0,347072,13.9,,S,16,,"West Haven, CT"
454,3,0,"Natsch, Mr. Rob",male,,1,0,370371,15.5,,Q,,,
455,3,0,"Madill, Mr. Robbie",male,28.0,0,0,C 4001,22.525,,S,,,
456,2,0,"Cacic, Mr. Alfonso",male,59.0,0,0,237442,13.5,,S,,,"Sault St Marie, ON"
457,1,1,"Cunningham, Mrs. Martha",female,64.0,0,2,PC 17756,83.1583,E45,C,14,,"Lakewood, NJ"
458,1,0,"Lahoud, Mr. Coy",male,25.0,0,0,13905,26.0,,C,,148.0,"San Francisco, CA"
459,3,0,"Krekorian, Mr. Houston",male,,0,0,384461,7.75,,Q,,,
460,1,1,"Morley, Mr. Vito",male,48.0,0,0,19952,26.55,E12,S,3,,"New York, NY"
461,3,1,"Baclini, Mr. Rickie",male,20.0,1,1,2653,15.7417,,C,C,,
462,3,1,"Moran, Miss. Erma",female,,1,0,371110,24.15,,Q,16,,
463,1,0,"Fahlstrom, Mr. Morton",male,,0,0,PC 17757,227.525,,C,,,
464,2,0,"Barkworth, Rev. Marc",male,42.0,0,0,244310,13.0,,S,,,London
465,3,0,"Deacon, Mr. Alphonse",male,,0,0,364851,7.75,,Q,,,
466,1,1,"Assaf Khalil, Mr. Raymond",male,45.0,0,0,PC 17594,29.7,A9,C,7,,"Paris, France"
467,3,0,"Dennis, Mrs. Antonia",female,,0,0,364498,14.5,,S,,,
468,3,0,"Rosenbaum, Mr. Jame",male,27.0,0,0,315083,8.6625,,S,,,
469,1,1,"Birkeland, Miss. Christine",female,33.0,0,0,113781,151.55,,S,8,,
470,3,0,"Hunt, Mr. Sheldon",male,59.0,0,0,364500,7.25,,S,,,"Merrill, WI"
471,2,1,"Rheims, Miss. Brandi",female,24.0,1,2,220845,65.0,,S,9,,"Somerset / Bernardsville, NJ"
472,1,0,"Padro y Manent, Mr. Curtis",male,47.0,0,0,113796,42.4,,S,,,"Washington, DC"
473,3,0,"O'Connell, Miss. Harriet",female,10.0,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
474,2,1,"Najib, Miss. Alicia",female,24.0,0,0,248733,13.0,F33,S,11,,"London / Montreal, PQ"
475,3,0,"Bing, Mr. Demetrius",male,41.0,2,0,350026,14.1083,,S,,,
476,2,1,"Larsson, Master. Arnold",male,8.0,0,2,28220,32.5,,S,10,,"Greenport, NY"
477,2,1,"Lindstrom, Mrs. Veronica",female,22.0,1,1,248738,29.0,,S,13,,"Bangkok, Thailand / Roseville, IL"
478,1,1,"Beesley, Mrs. Edna",female,43.0,0,1,24160,211.3375,B3,S,2,,"St Louis, MO"
479,3,1,"Chevre, Mrs. Casey",female,38.0,0,0,2688,7.2292,,C,C,,
480,3,1,"Markoff, Mr. Jeffry",male,24.0,0,0,C 17369,7.1417,,S,13,,
481,3,0,"Augustsson, Mr. Dudley",male,39.0,0,2,2675,7.2292,,C,,,"Syria Ottawa, ON"
482,2,1,"del Carlo, Mrs. Ana",female,24.0,0,2,250649,14.5,,S,4,,"Detroit, MI"
483,3,0,"Augustsson, Mr. Van",male,17.0,1,1,2690,7.2292,,C,,,
484,1,1,"Angheloff, Dr. Tom",male,32.0,0,0,13214,30.5,B50,C,3,,"Basel, Switzerland"
485,3,0,"Johannesen-Bratthammer, Mr. Clark",male,22.0,1,0,A/5 21171,7.25,,S,,,"Bridgerule, Devon"
486,1,0,"Adahl, Mr. Mike",male,54.0,0,0,17463,51.8625,E46,S,,175.0,"Dorchester, MA"
487,3,0,"Mionoff, Mr. Octavio",male,45.0,0,0,347061,6.975,,S,,,"Effington Rut, SD"
488,3,0,"O'Connell, Mr. Louie",male,40.0,1,6,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
489,3,0,"O'Connell, Master. Humberto",male,1.0,5,2,CA 2144,46.9,,S,,,"Wiltshire, England Niagara Falls, NY"
490,3,1,"Sobey, Master. Carmen",male,,1,1,2661,15.2458,,C,C,,
491,3,0,"Salonen, Miss. Mamie",female,,3,1,4133,25.4667,,S,,,
492,3,0,"Caldwell, Mr. Nicolas",male,20.0,0,0,SOTON/O.Q. 3101307,7.05,,S,,,Portugal
493,2,1,"de Brito, Miss. Courtney",female,0.92,1,2,C.A. 34651,27.75,,S,10,,"Bournmouth, England"
494,3,0,"Andrews, Mr. Dudley",male,26.0,0,0,330910,7.8792,,Q,,,"Ireland Chicago, IL"
495,3,0,"Anderson, Mr. Monty",male,33.0,0,0,349257,7.8958,,S,,,
496,3,1,"Omont, Mrs. Bridget",female,,0,0,2649,7.225,,C,C,,
497,2,1,"Fox, Mrs. Marlene",female,40.0,0,0,C.A. 33595,15.75,,S,9,,"Aberdeen / Portland, OR"
498,3,0,"Van Impe, Mr. Vicente",male,51.0,0,0,21440,8.05,,S,,,"Dorking, Surrey, England"
499,3,0,"Mulvihill, Mr. Miles",male,37.0,2,0,3101276,7.925,,S,,98.0,"Ruotsinphytaa, Finland New York, NY"
500,3,0,"Kassem, Mr. Emanuel",male,18.0,2,2,W./C. 6608,34.375,,S,,,"Rotherfield, Sussex, England Essex Co, MA"
501,2,0,"Ilieff, Mr. Alejandro",male,18.0,0,0,C.A. 15185,10.5,,S,,,"Cornwall / Houghton, MI"
502,3,0,"Samaan, Mr. Timmy",male,18.0,0,0,349912,7.775,,S,,,"Tofta, Sweden Joliet, IL"
503,1,1,"Ostby, Mrs. Tracy",female,56.0,0,1,11767,83.1583,C50,C,7,,"Mt Airy, Philadelphia, PA"
504,3,0,"Braf, Mr. Damian",male,48.0,0,0,350047,7.8542,,S,,,
505,3,1,"Pavlovic, Miss. Jeannette",female,23.0,0,0,347469,7.8542,,S,10,,
506,1,0,"Hippach, Mr. Glenn",male,65.0,0,1,113509,61.9792,B30,C,,234.0,"Providence, RI"
507,3,0,"Sawyer, Mr. Myles",male,28.0,0,0,345770,9.5,,S,,,
508,3,0,"Gronnestad, Mr. Armand",male,,0,0,349235,7.8958,,S,,,
509,2,0,"Perreault, Mr. Milton",male,29.0,0,0,W./C. 14263,10.5,,S,,,"Hartford, Huntingdonshire"
510,2,1,"Maioni, Master. Virgil",male,1.0,0,2,S.C./PARIS 2079,37.0042,,C,10,,"Paris / Montreal, PQ"
511,1,0,"Pekoniemi, Mr. Jerome",male,61.0,0,0,111240,33.5,B19,S,,245.0,"Brooklyn, NY"
512,3,0,"Osen, Mr. Archie",male,24.0,0,0,SOTON/O.Q. 3101311,7.05,,S,,,
